PORTFOLIO.ID PORTFOLIO.PRIJMENI                                 PRODUCT.NAZEV                                      POCET_KUSU
05.01.18          PEAK SPORT PRODUCTS LTD.                                 -110 
05.01.18          INVESCO PHYSICAL PLATINUM                                  12 
05.01.18          SANDS CHINA LTD.                                         -168 
05.01.18          INVESCO PHYSICAL PLATINUM                                  14 
05.01.18          SCOTTISH RE GROUP                                        -168 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        12 
05.01.18          SINA CORP                                                -120 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        12 
05.01.18          TRANSOCEAN INC.                                          -156 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        11 
05.01.18          TRANSOCEAN INC                                           -110 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        13 
05.01.18          XINGDA INTERNATIONAL HOLDINGS LT                         -143 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        12 
05.01.18          XINYI SOLAR HOLDINGS LTD                                 -132 
05.01.18          GENERALI CORPORATE BONDS A EUR                             13 
05.01.18          XIAOMI CORP-CLASS B                                      -169 
05.01.18          GENERALI CORPORATE BONDS A EUR                             13 
05.01.18          OPUS Fund Limited Class S Shares                         -130 
05.01.18          GENERALI CORPORATE BONDS A EUR                             11 
05.01.18          KAZKOMMERTSBANK                                          -154 
05.01.18          GENERALI CORPORATE BONDS A EUR                             13 
05.01.18          HALYK SAVINGS BANK OF KAZAKHSTAN                         -143 
05.01.18          GENERALI CORPORATE BONDS A EUR                             11 
05.01.18          BANK TURANALEM JSC                                       -143 
05.01.18          GENERALI OIL AND ENERGY A EUR                              10 
05.01.18          BANK CENTERCREDIT                                        -130 
05.01.18          GENERALI OIL AND ENERGY A EUR                              13 
05.01.18          EXCEL MARITIME CARRIERS LTD                              -130 
05.01.18          GENERALI OIL AND ENERGY A EUR                              10 
05.01.18          ROYAL CARIBBEAN CRUISES LTD                              -110 
05.01.18          GENERALI OIL AND ENERGY A EUR                              12 
05.01.18          JB GLOBAL CONVERT BOND FUND B                            -132 
05.01.18          GENERALI OIL AND ENERGY A EUR                              13 
05.01.18          JB GLOBAL CONVERT BOND FUND A                            -130 
05.01.18          INVESCO PHYSICAL SILVER ETC                                14 
05.01.18          JB EURO CASH FUND-B                                      -182 
05.01.18          INVESCO PHYSICAL SILVER ETC                                11 
05.01.18          FIDELITY FUNDS-EMERGING MARKETS                          -132 
05.01.18          INVESCO PHYSICAL SILVER ETC                                14 
05.01.18          FIDELITY FUND-GREAT CHINA FUND                           -168 
05.01.18          INVESCO PHYSICAL SILVER ETC                                14 
05.01.18          FIDELITY FUND-SOUTH EAST ASIA FUND                       -182 
05.01.18          INVESCO PHYSICAL SILVER ETC                                10 
05.01.18          FIDELITY FUND-THAILAND FUND-A                            -140 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                14 
05.01.18          FIDELITY FUND-LATIN AMERICA FUND                         -182 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18          ABN AMRO-EUR-E-A - NEPOUZIVAT !!!                        -132 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                10 
05.01.18          FIDELITY FUNDS-ASIAN SPEC.SIT.F.                         -110 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18          CS-EF (L)USA-B                                           -110 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18          GOLDMAN SACHS L+111 19/06/2028                           -154 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               14 
05.01.18          HZL ERSTE JELZALOGBANK 1.5 24/11/2023                    -196 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               10 
05.01.18          HZL MBANK HIPO L+58 10/06/2024                           -130 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18          ALBERTSONS COS 0 01/15/24                                -132 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               10 
05.01.18          HUNGARY GOVT 2.5 24/10/2024                              -110 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               12 
05.01.18          DEKINVEST Alfa L+220 27/06/2023                          -120 
05.01.18          GENERALI NEW ECONOMIES A EUR                               10 
05.01.18          US TREASURY 2.5 30/06/2020                               -100 
05.01.18          GENERALI NEW ECONOMIES A EUR                               13 
05.01.18          DKT FINANCE APS DKTFIN 9 3/8 06/17/23                    -130 
05.01.18          GENERALI NEW ECONOMIES A EUR                               12 
05.01.18          DKT FINANCE APS DKTFIN 7 06/17/23                        -120 
05.01.18          GENERALI NEW ECONOMIES A EUR                               12 
05.01.18          SUPERIOR PLUS 7 07/15/26                                 -168 
05.01.18          GENERALI NEW ECONOMIES A EUR                               10 
05.01.18          ENERGIZER GAMMA ACQUISITION INC ENR 6 3/8 07/15/26       -130 
03.01.18          SNAM SPA                                                 -156 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           11 
03.01.18          TERNA SPA                                                -154 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           10 
03.01.18          ASTALDI S.P.A                                            -140 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   11 
03.01.18          AZIMUT HOLDING                                           -132 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   13 
03.01.18          PIRELLI  C REAL ESTATE SPA                               -169 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18          TELECOM ITALIA                                           -144 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18          TELECOM ITALIA-RSP                                       -168 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18          ATLANTIA SPA                                             -168 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18          YOOX NET-A-PORTER Group SPA                              -140 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              10 
03.01.18          POSTE ITALIANE SPA                                       -110 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              12 
03.01.18          RECORDATI SPA                                            -168 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              10 
03.01.18          LEONARDO SPA                                             -100 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18          SALINI IMPREGILO SPA                                     -168 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      14 
03.01.18          PRYSMIAN SPA                                             -140 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18          PIRELLI  C REAL ESTATE SPA RTS                           -143 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      11 
03.01.18          ENEL SPA AZIONI 06/09                                    -154 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18          ENEL SPA - RTS                                           -156 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      11 
03.01.18          ENEL GREEN POWER SPA                                     -143 
03.01.18          PIRELLI  C SPA                                           -156 
03.01.18          FIAT INDUSTRIAL SPA - PFD                                -143 
03.01.18          SALVATORE FERRAGAMO SPA                                  -130 
03.01.18          INTESA SANPAOLO - RTS11                                  -154 
03.01.18          UNICREDIT SPA                                            -144 
05.01.18          ISHARES MSCI TURKEY FUND                                   12 
05.01.18          UNICREDIT SPA RIGHTS                                     -120 
05.01.18          ISHARES MSCI TURKEY FUND                                   13 
05.01.18          UNIPOL GRUPPO FINANZIARIO SP                             -130 
05.01.18          ISHARES MSCI TURKEY FUND                                   12 
05.01.18          FIAT SPA RIGHTS 2012                                     -156 
05.01.18          ISHARES MSCI TURKEY FUND                                   10 
05.01.18          FIAT INDUSTRIAL SPA RIGHTS 2012                          -110 
05.01.18          ISHARES MSCI TURKEY FUND                                   12 
05.01.18          MAIRE TECNIMONT SPA                                      -156 
05.01.18          SMURFIT KAPPA GROUP PLC                                    13 
05.01.18          MONCLER SPA                                              -169 
05.01.18          SMURFIT KAPPA GROUP PLC                                    10 
05.01.18          BANCA MONTE DEI PASCHI SIENA                             -130 
05.01.18          SMURFIT KAPPA GROUP PLC                                    12 
05.01.18          UNICREDIT SPA RIGHTS 5/2014                              -156 
05.01.18          SMURFIT KAPPA GROUP PLC                                    13 
05.01.18          OVS SPA                                                  -169 
05.01.18          SMURFIT KAPPA GROUP PLC                                    14 
05.01.18          UNICREDIT SPA RIGHTS 05/2015                             -140 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 10 
05.01.18          SAIPEM SPA rights 01/2016                                -140 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 11 
05.01.18          ENEL GREEN POWER SPA rights 02/2016                      -143 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 10 
05.01.18          UNICREDIT SPA RIGHTS 04/2016                             -100 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 13 
05.01.18          BANCO BPM SPA                                            -130 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 14 
05.01.18          UNICREDIT SPA                                            -168 
05.01.18          ISHARES SP EMER MRKT INFRAS                                13 
05.01.18          BANCA FARMAFACTORING SPA                                 -169 
05.01.18          ISHARES SP EMER MRKT INFRAS                                12 
05.01.18          SAIPEM SPA                                               -156 
05.01.18          ISHARES SP EMER MRKT INFRAS                                11 
05.01.18          UNICREDIT SPA RIGHTS 01/2018                             -154 
05.01.18          ISHARES SP EMER MRKT INFRAS                                10 
05.01.18          INTESA SANPAOLO-WTDRW RIGHT                              -110 
05.01.18          ISHARES SP EMER MRKT INFRAS                                11 
05.01.18          UNICREDIT SPA PLN                                        -121 
05.01.18          ISHARES BC GBL INF LNK BD                                  14 
05.01.18          UNICREDIT SPA PLN                                        -168 
05.01.18          ISHARES BC GBL INF LNK BD                                  11 
05.01.18          IVY Rosewood Diversified Feeder Fund Class A1 USD        -121 
05.01.18          ISHARES BC GBL INF LNK BD                                  12 
05.01.18          ETFS PHYSICAL PLATINUM                                   -156 
05.01.18          ISHARES BC GBL INF LNK BD                                  10 
05.01.18          ETFS PHYSICAL PALLADIUM                                  -100 
05.01.18          ISHARES BC GBL INF LNK BD                                  10 
05.01.18          ETFS PHYSICAL SILVER                                     -130 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      10 
05.01.18          ETFS PHYSICAL GOLD                                       -140 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      12 
05.01.18          ETFS PHYSICAL PM BASKET                                  -120 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      10 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      12 
05.01.18          ETFS SHORT COTTON ETC                                    -168 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18          ETFS SHORT SILVER                                        -140 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      13 
05.01.18          ETFS LONGER DT NATURAL GAS                               -182 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      12 
05.01.18          ETFS LONGER DATD AGRICULTURE                             -144 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      10 
05.01.18          ETFS DAILY LEVERAGED COFFEE                              -130 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      12 
05.01.18          ETFS 2X DAILY LONG COCOA                                 -168 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      13 
05.01.18          SHIRE PLC - GBP                                          -156 
05.01.18          GENERALI EMERGING EUROPE A CZK                             10 
05.01.18          ATRIUM EUROPEAN REAL ESTATE                              -100 
05.01.18          GENERALI EMERGING EUROPE A CZK                             10 
05.01.18          VELTI PLC                                                -100 
05.01.18          GENERALI EMERGING EUROPE A CZK                             10 
05.01.18          GLENCORE PLC                                             -140 
05.01.18          GENERALI EMERGING EUROPE A CZK                             11 
05.01.18          GENEL ENERGY PLC                                         -132 
05.01.18          GENERALI EMERGING EUROPE A CZK                             13 
05.01.18          CENTAMIN PLC                                             -182 
05.01.18          GENERALI EMERGING EUROPE A PLN                             13 
05.01.18          POLYMETAL INTERNATIONAL-W/I                              -130 
05.01.18          GENERALI EMERGING EUROPE A PLN                             13 
05.01.18          DELPHI TECHNOLOGIES PLC                                  -156 
05.01.18          GENERALI EMERGING EUROPE A PLN                             11 
05.01.18          WPP PLC                                                  -143 
05.01.18          GENERALI EMERGING EUROPE A PLN                             10 
05.01.18          FERGUSON PLC                                             -120 
05.01.18          GENERALI EMERGING EUROPE A PLN                             13 
05.01.18          WIZZ AIR HOLDINGS PLC                                    -130 
05.01.18          GENERALI OIL AND ENERGY A PLN                              12 
05.01.18          CANON INC                                                -132 
05.01.18          GENERALI OIL AND ENERGY A PLN                              11 
05.01.18          SEVEN  I HOLDINGS CO LTD                                 -121 
05.01.18          GENERALI OIL AND ENERGY A PLN                              13 
05.01.18          TOKYO ELECTRIC POWER CO INC                              -169 
05.01.18          GENERALI OIL AND ENERGY A PLN                              10 
05.01.18          TOYOTA MOTOR CORP                                        -110 
05.01.18          GENERALI OIL AND ENERGY A PLN                              13 
05.01.18          NISSAN MOTOR CO LTD                                      -169 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         11 
05.01.18          NINTENDO CO LTD                                          -143 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18          ASTELLAS PHARMA INC                                      -132 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18          SAMSUNG ELECTRONIC CO LTD. KRW                           -196 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18          INDUSTRIAL BANK OF KOREA                                 -168 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18          CELLTRION INC                                            -156 
05.01.18          VANGUARD SP 500 ETF / IE                                   14 
05.01.18          GRAND KOREA LEISURE CO LTD                               -168 
05.01.18          VANGUARD SP 500 ETF / IE                                   10 
05.01.18          XIAOMI CORP-CLASS B USD                                  -110 
05.01.18          VANGUARD SP 500 ETF / IE                                   10 
05.01.18          CDC CORP CL A                                            -120 
05.01.18          VANGUARD SP 500 ETF / IE                                   13 
01.01.18          DCC PLC                                                  -140 
01.01.18          UBS AG - RTS                                               14 
01.01.18          KINGSPAN GROUP PLC                                       -154 
01.01.18          NESTLE SA-REG                                              13 
01.01.18          ISHARES CORE FTSE 100 UCITS                              -130 
01.01.18          NESTLE SA-REG                                              13 
01.01.18          READYMIX PLC                                             -169 
01.01.18          NESTLE SA-REG                                              11 
01.01.18          ISHARES II PLC                                           -132 
01.01.18          NESTLE SA-REG                                              13 
01.01.18          iShares EURO STOXX 50                                    -156 
01.01.18          NESTLE SA-REG                                              14 
01.01.18          BANK OF IRELAND                                          -168 
01.01.18          UBS AG - RTS USD                                           12 
01.01.18          CONSEQ INVEST DLUHOPISOVY OPF                            -132 
01.01.18          UBS AG - RTS USD                                           13 
01.01.18          CONSEQ INVEST PLC - EQUITY FUND                          -182 
01.01.18          UBS AG - RTS USD                                           11 
01.01.18          ISHARES SP 500 UCITS ETF DIST                            -132 
01.01.18          UBS AG - RTS USD                                           13 
01.01.18          INVESCO NASDAQ-100 DIST ETF                              -143 
01.01.18          UBS AG - RTS USD                                           11 
01.01.18          BAREP Global Credit Class B (EUR)                        -132 
01.01.18          CHUBB LTD                                                  14 
01.01.18          Sirius Emerging Equity Fund EUR                          -168 
01.01.18          CHUBB LTD                                                  13 
01.01.18          CONSEQ INVEST CONSERV. BOND F.                           -182 
01.01.18          CHUBB LTD                                                  11 
01.01.18          Emerging Europe Debt Fund A-shares CZK                   -110 
01.01.18          CHUBB LTD                                                  11 
01.01.18          Thames River High Income Fund                            -154 
01.01.18          CHUBB LTD                                                  10 
01.01.18          ANGLO IRISH BANK CORP PLC  old acquired                  -140 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                        -169 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18          ISHARES FTSE UK DIVIDEND PLUS                            -143 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18          ISHARES MSCI EMERG. MKTS                                 -169 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                           11 
01.01.18          iShares European Property Yield UCITS ETF                -143 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                           10 
01.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                    -140 
01.01.18          ZKB GOLD ETF                                               14 
01.01.18          CONSEQ INVEST NEW EUROPE BOND F.                         -196 
01.01.18          ZKB GOLD ETF                                               11 
01.01.18          IVY Rosewood Diversified Feeder Fund EUR                 -132 
01.01.18          ZKB GOLD ETF                                               10 
01.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                            -100 
01.01.18          ZKB GOLD ETF                                               14 
01.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                    -196 
01.01.18          ZKB GOLD ETF                                               12 
01.01.18          TRANSOCEAN LTD                                             11 
01.01.18          ISHARES MSCI TURKEY FUND                                 -154 
01.01.18          TRANSOCEAN LTD                                             12 
01.01.18          SMURFIT KAPPA GROUP PLC                                  -144 
01.01.18          TRANSOCEAN LTD                                             14 
01.01.18          ISHARES FTSE MIB UCITS ETF                               -154 
01.01.18          TRANSOCEAN LTD                                             11 
01.01.18          ISHARES SP EMER MRKT INFRAS                              -143 
01.01.18          TRANSOCEAN LTD                                             13 
01.01.18          ISHARES BC GBL INF LNK BD                                -182 
01.01.18          TE Connectivity Ltd                                        13 
01.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                    -130 
01.01.18          TE Connectivity Ltd                                        10 
01.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                    -140 
01.01.18          TE Connectivity Ltd                                        12 
01.01.18          GENERALI EMERGING EUROPE A CZK                           -168 
01.01.18          TE Connectivity Ltd                                        11 
01.01.18          GENERALI EMERGING EUROPE A PLN                           -110 
01.01.18          TE Connectivity Ltd                                        11 
01.01.18          GENERALI OIL AND ENERGY A PLN                            -132 
01.01.18          GARMIN LTD                                                 12 
01.01.18          VANGUARD FTSE EMERGING MARKETS ETF                       -132 
01.01.18          GARMIN LTD                                                 10 
01.01.18          VANGUARD SP 500 ETF / IE                                 -130 
01.01.18          GARMIN LTD                                                 11 
01.01.18          SOURCE SP 500 ETF                                        -143 
01.01.18          GENERALI NEW ECONOMIES A PLN                             -120 
01.01.18          UBS AG - CHF                                               13 
01.01.18          ISHARES FTSE 100 UCITS ACC                               -169 
01.01.18          UBS AG - CHF                                               11 
01.01.18          ISHARES DJ INDUSTRIAL AVERAGE UCITS ETF                  -154 
01.01.18          NESTLE SA-REG CHF                                          13 
01.01.18          ISHARES NASDAQ 100 USD ACC ETF                           -182 
01.01.18          NESTLE SA-REG CHF                                          10 
01.01.18          INVESCO PHYSICAL GOLD ETC                                -140 
01.01.18          NESTLE SA-REG CHF                                          12 
01.01.18          SEAGATE TECHNOLOGY                                       -156 
01.01.18          NESTLE SA-REG CHF                                          14 
01.01.18          GENERALI EMERGING EUROPE I EUR                           -154 
01.01.18          NESTLE SA-REG CHF                                          13 
01.01.18          SOURCE EUROPE PLUS                                       -169 
01.01.18          ABB LTD. EUR                                               13 
01.01.18          ISHARES CORE SP 500 UCITS ETF                            -156 
01.01.18          ABB LTD. EUR                                               10 
01.01.18          HSBC MSCI TURKEY UCITS ETF                               -100 
01.01.18          ABB LTD. EUR                                               11 
01.01.18          INVESCO STX 600 OPT BANKS UCITS ETF                      -121 
01.01.18          ABB LTD. EUR                                               10 
01.01.18          ISHARES MSCI RUSSIA ADR/GDR ETF                          -120 
01.01.18          ABB LTD. EUR                                               10 
01.01.18          GENERALI COMMODITY A CZK                                 -130 
01.01.18          CRH PLC                                                    12 
01.01.18          SOURCE EURO STOXX 50 ETF - A                             -168 
01.01.18          CRH PLC                                                    14 
01.01.18          INVESCO MSCI WORLD ETF                                   -154 
01.01.18          CRH PLC                                                    12 
01.01.18          INGERSOLL-RAND PLC.                                      -120 
01.01.18          CRH PLC                                                    14 
01.01.18          GENERALI EMERGING EUROPE A EUR                           -154 
01.01.18          CRH PLC                                                    13 
01.01.18          ISHARES EMERGING MKT DIV UCITS                           -182 
01.01.18          DCC PLC                                                    10 
01.01.18          ISHARES MARKIT IBOXX EUR H/Y                             -130 
01.01.18          DCC PLC                                                    13 
01.01.18          GENERALI COMMODITY A PLN                                 -156 
01.01.18          GARMIN LTD                                                 10 
01.01.18          GENERALI GLOBAL EQUITY A PLN                             -120 
01.01.18          GARMIN LTD                                                 13 
01.01.18          INVESCO PHYSICAL PLATINUM                                -169 
01.01.18          PENTAIR LTD.                                               10 
01.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                      -130 
01.01.18          PENTAIR LTD.                                               14 
01.01.18          GENERALI CORPORATE BONDS A EUR                           -154 
01.01.18          PENTAIR LTD.                                               14 
01.01.18          GENERALI OIL AND ENERGY A EUR                            -182 
01.01.18          PENTAIR LTD.                                               10 
01.01.18          INVESCO PHYSICAL SILVER ETC                              -140 
01.01.18          PENTAIR LTD.                                               13 
01.01.18          WARNER CHILCOTT PLC-CLASS A                              -156 
01.01.18          COCA-COLA HBC AG-DI                                        14 
01.01.18          GENERALI GLOBAL EQUITY A EUR                             -182 
01.01.18          COCA-COLA HBC AG-DI                                        11 
01.01.18          GENERALI NEW ECONOMIES A EUR                             -154 
01.01.18          COCA-COLA HBC AG-DI                                        13 
01.01.18          ISHARES PHYSICAL PALLADIUM ETC                           -130 
01.01.18          COCA-COLA HBC AG-DI                                        14 
01.01.18          GENERALI COMMODITY A EUR                                 -154 
01.01.18          COCA-COLA HBC AG-DI                                        12 
01.01.18          ACCENTURE LTD                                            -132 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               13 
01.01.18          ISHARES CORE MSCI WORLD UCITS ETF                        -143 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18          ISHARES PHYSICAL PLATINUM ETC                            -132 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               10 
01.01.18          INVESCO PHYSICAL PALLADIUM                               -110 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18          ISHARES MSCI POLAND ETF                                  -168 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               14 
01.01.18          ISHARES PHYSICAL SILVER ETC                              -196 
01.01.18          UBS AG - CHF                                               12 
01.01.18          ISHARES PHYSICAL GOLD ETC                                -120 
01.01.18          UBS AG - CHF                                               14 
01.01.18          JAZZ PHARMACEUTICALS PLC                                 -182 
01.01.18          UBS AG - CHF                                               12 
01.01.18          EUR                                                        12 
01.01.18          CZK                                                      -144 
01.01.18          EUR                                                        11 
01.01.18          EUR                                                      -132 
01.01.18          EUR                                                        12 
01.01.18          USD                                                      -132 
01.01.18          USD                                                        10 
01.01.18          GEBERIT AG-REG                                           -100 
01.01.18          USD                                                        11 
01.01.18          NOBLE CORP. OLD 2013                                     -110 
01.01.18          USD                                                        13 
01.01.18          UBS AG - RTS                                             -156 
01.01.18          USD                                                        11 
01.01.18          NESTLE SA-REG                                            -132 
01.01.18          USD                                                        12 
01.01.18          UBS AG - RTS USD                                         -120 
01.01.18          GEBERIT AG-REG                                             10 
01.01.18          CHUBB LTD                                                -130 
01.01.18          GEBERIT AG-REG                                             12 
01.01.18          COMPAGNIE FINANCIER RICHEMONT SA                         -120 
01.01.18          GEBERIT AG-REG                                             14 
01.01.18          ZKB GOLD ETF                                             -154 
01.01.18          GEBERIT AG-REG                                             12 
01.01.18          TRANSOCEAN LTD                                           -120 
01.01.18          GEBERIT AG-REG                                             11 
01.01.18          TE Connectivity Ltd                                      -132 
01.01.18          NOBLE CORP. OLD 2013                                       13 
01.01.18          GARMIN LTD                                               -143 
01.01.18          NOBLE CORP. OLD 2013                                       14 
01.01.18          PENTAIR LTD.                                             -140 
01.01.18          NOBLE CORP. OLD 2013                                       10 
01.01.18          COCA-COLA HBC AG-DI                                      -100 
01.01.18          NOBLE CORP. OLD 2013                                       12 
01.01.18          CIE FINANCIERE RICHEMONT-REG                             -132 
01.01.18          NOBLE CORP. OLD 2013                                       11 
01.01.18          UBS AG - CHF                                             -154 
01.01.18          UBS AG - RTS                                               13 
01.01.18          NESTLE SA-REG CHF                                        -182 
01.01.18          UBS AG - RTS                                               13 
01.01.18          ABB LTD. EUR                                             -143 
01.01.18          UBS AG - RTS                                               10 
01.01.18          CRH PLC                                                  -120 
01.01.18          UBS AG - RTS                                               14 
01.01.18          PENTAIR LTD.                                               12 
01.01.18          CZK                                                      -156 
01.01.18          PENTAIR LTD.                                               13 
01.01.18          CZK                                                      -169 
01.01.18          PENTAIR LTD.                                               13 
01.01.18          CZK                                                      -169 
01.01.18          PENTAIR LTD.                                               14 
01.01.18          CZK                                                      -182 
01.01.18          COCA-COLA HBC AG-DI                                        10 
01.01.18          CZK                                                      -120 
01.01.18          COCA-COLA HBC AG-DI                                        13 
01.01.18          CZK                                                      -143 
01.01.18          COCA-COLA HBC AG-DI                                        11 
01.01.18          CZK                                                      -154 
01.01.18          COCA-COLA HBC AG-DI                                        14 
01.01.18          CZK                                                      -196 
01.01.18          COCA-COLA HBC AG-DI                                        11 
01.01.18          CZK                                                      -121 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18          CZK                                                      -156 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18          CZK                                                      -144 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18          CZK                                                      -110 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18          CZK                                                      -110 
01.01.18          CIE FINANCIERE RICHEMONT-REG                               10 
01.01.18          CZK                                                      -100 
01.01.18          UBS AG - CHF                                               10 
01.01.18          CZK                                                      -100 
01.01.18          UBS AG - CHF                                               12 
01.01.18          CZK                                                      -156 
01.01.18          UBS AG - CHF                                               11 
01.01.18          CZK                                                      -143 
01.01.18          UBS AG - CHF                                               13 
01.01.18          CZK                                                      -156 
01.01.18          UBS AG - CHF                                               11 
01.01.18          CZK                                                      -132 
01.01.18          NESTLE SA-REG CHF                                          11 
01.01.18          CZK                                                      -132 
01.01.18          NESTLE SA-REG CHF                                          10 
01.01.18          CZK                                                      -100 
01.01.18          NESTLE SA-REG CHF                                          12 
01.01.18          CZK                                                      -168 
01.01.18          NESTLE SA-REG CHF                                          10 
01.01.18          CZK                                                      -120 
01.01.18          NESTLE SA-REG CHF                                          12 
01.01.18          CZK                                                      -120 
01.01.18          ABB LTD. EUR                                               10 
01.01.18          CZK                                                      -120 
01.01.18          ABB LTD. EUR                                               12 
01.01.18          CZK                                                      -144 
01.01.18          ABB LTD. EUR                                               11 
01.01.18          CZK                                                      -154 
03.01.18          CZK                                                      -182 
03.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      13 
03.01.18          CZK                                                      -169 
03.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      10 
03.01.18          CZK                                                      -110 
03.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      12 
03.01.18          CZK                                                      -120 
03.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      14 
03.01.18          CZK                                                      -196 
03.01.18          ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      14 
03.01.18          CZK                                                      -140 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           11 
03.01.18          CZK                                                      -154 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           11 
03.01.18          CZK                                                      -154 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           12 
03.01.18          CZK                                                      -156 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           11 
03.01.18          CZK                                                      -132 
03.01.18          CONSEQ INVEST NEW EUROPE BOND F.                           11 
03.01.18          CZK                                                      -132 
